Graph
Time (Seconds),Data (Meters),Data0 (Meters),Data1 (Meters)
31.699999,0.486748,1.000000,-1.832546
31.750000,0.497987,1.000000,-1.870369
31.799999,0.506254,1.000000,-1.908942
31.849998,0.511498,1.000000,-1.948030
31.900000,0.513683,1.000000,-1.987396
31.949999,0.512795,1.000000,-2.026800
32.000000,0.508838,1.000000,-2.066001
32.049999,0.501834,1.000000,-2.104760
32.099998,0.491827,1.000000,-2.142840
32.149998,0.478876,1.000000,-2.180008
32.200001,0.463061,1.000000,-2.216035
32.250000,0.444479,1.000000,-2.250700
32.299999,0.423243,1.000000,-2.283791
32.349998,0.399485,1.000000,-2.315104
32.399998,0.373350,1.000000,-2.344446
32.450001,0.345961,1.000000,-2.372995
32.500000,0.315539,1.000000,-2.397869
32.549999,0.283263,1.000000,-2.420270
32.599998,0.249333,1.000000,-2.440060
32.649998,0.213957,1.000000,-2.457117
32.700001,0.179680,1.000000,-2.472978
32.750000,0.142042,1.000000,-2.484317
32.799999,0.103632,1.000000,-2.492662
32.849998,0.064686,1.000000,-2.497960
32.899998,0.025446,1.000000,-2.500180
32.950001,-0.013848,1.000000,-2.499306
33.000000,-0.053078,1.000000,-2.497403
33.049999,-0.091805,1.000000,-2.490384
33.099998,-0.129862,1.000000,-2.480347
33.149998,-0.167016,1.000000,-2.467355
33.200001,-0.203037,1.000000,-2.451488
33.250000,-0.237704,1.000000,-2.432845
33.299999,-0.270803,1.000000,-2.411540
33.349998,-0.302132,1.000000,-2.387705
33.399998,-0.331496,1.000000,-2.361487
33.450001,-0.358717,1.000000,-2.333048
33.500000,-0.383626,1.000000,-2.302563
33.549999,-0.406071,1.000000,-2.270220
33.599998,-0.425914,1.000000,-2.236219
33.649998,-0.443034,1.000000,-2.200767
33.700001,-0.457326,1.000000,-2.164084
33.750000,-0.468702,1.000000,-2.126394
33.799999,-0.477094,1.000000,-2.087929
33.849998,-0.482449,1.000000,-2.048925
33.899998,-0.484737,1.000000,-2.009622
33.950001,-0.483943,1.000000,-1.970260
34.000000,-0.481849,1.000000,-1.930717
34.049999,-0.474872,1.000000,-1.891975
34.099998,-0.464887,1.000000,-1.853896
34.149998,-0.451956,1.000000,-1.816716
34.200001,-0.436160,1.000000,-1.780660
34.250000,-0.417595,1.000000,-1.745950
34.299999,-0.396376,1.000000,-1.712796
34.349998,-0.372631,1.000000,-1.681403
34.399998,-0.346505,1.000000,-1.651962
34.450001,-0.318155,1.000000,-1.624655
34.500000,-0.287746,1.000000,-1.599652
34.549999,-0.255456,1.000000,-1.577109
34.599998,-0.221467,1.000000,-1.557171
34.649998,-0.189347,1.000000,-1.535363
34.700001,-0.152575,1.000000,-1.521249
34.750000,-0.114735,1.000000,-1.510098
34.799999,-0.076037,1.000000,-1.501988
34.849998,-0.036710,1.000000,-1.496977
34.899998,0.002984,1.000000,-1.495096
34.950001,0.042753,1.000000,-1.496355
35.000000,0.082740,1.000000,-1.494404
35.049999,0.122686,1.000000,-1.489216

